"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Percentage Aged 15-64","2022","Smithborough, Co Monaghan","Male","%","55.9"
"Percentage Aged 15-64","2022","Smithborough, Co Monaghan","Female","%","63.6"
"Percentage Aged 15-64","2022","Newbliss, Co Monaghan","Both sexes","%","63.6"
"Percentage Aged 15-64","2022","Newbliss, Co Monaghan","Male","%","59.8"
"Percentage Aged 15-64","2022","Newbliss, Co Monaghan","Female","%","67.6"
"Percentage Aged 15-64","2022","Clones, Co Monaghan","Both sexes","%","61.5"
"Percentage Aged 15-64","2022","Clones, Co Monaghan","Male","%","62.2"
"Percentage Aged 15-64","2022","Clones, Co Monaghan","Female","%","60.8"
"Percentage Aged 15-64","2022","Scotshouse, Co Monaghan","Both sexes","%","59.3"
"Percentage Aged 15-64","2022","Scotshouse, Co Monaghan","Male","%","57.1"
"Percentage Aged 15-64","2022","Scotshouse, Co Monaghan","Female","%","61.7"
"Percentage Aged 15-64","2022","State","Both sexes","%","66.6"
"Percentage Aged 15-64","2022","State","Male","%","66.8"
"Percentage Aged 15-64","2022","State","Female","%","66.5"
"Percentage Aged 65 years or more","2022","Hacketstown, Co Carlow","Both sexes","%","15.8"
"Percentage Aged 65 years or more","2022","Hacketstown, Co Carlow","Male","%","16.6"
"Percentage Aged 65 years or more","2022","Hacketstown, Co Carlow","Female","%","14.9"
"Percentage Aged 65 years or more","2022","Clonegall, Co Carlow","Both sexes","%","22.1"
"Percentage Aged 65 years or more","2022","Clonegall, Co Carlow","Male","%","21"
"Percentage Aged 65 years or more","2022","Clonegall, Co Carlow","Female","%","23.2"
"Percentage Aged 65 years or more","2022","Kildavin, Co Carlow","Both sexes","%","19.3"
"Percentage Aged 65 years or more","2022","Kildavin, Co Carlow","Male","%","18.3"
"Percentage Aged 65 years or more","2022","Kildavin, Co Carlow","Female","%","20.4"
"Percentage Aged 65 years or more","2022","Rathvilly, Co Carlow","Both sexes","%","13.3"
"Percentage Aged 65 years or more","2022","Rathvilly, Co Carlow","Male","%","13.8"
"Percentage Aged 65 years or more","2022","Rathvilly, Co Carlow","Female","%","12.8"
"Percentage Aged 65 years or more","2022","Tullow, Co Carlow","Both sexes","%","12.2"
"Percentage Aged 65 years or more","2022","Tullow, Co Carlow","Male","%","11.6"
"Percentage Aged 65 years or more","2022","Tullow, Co Carlow","Female","%","12.8"
"Percentage Aged 65 years or more","2022","Ballon, Co Carlow","Both sexes","%","12"
"Percentage Aged 65 years or more","2022","Ballon, Co Carlow","Male","%","12.3"
"Percentage Aged 65 years or more","2022","Ballon, Co Carlow","Female","%","11.6"
"Percentage Aged 65 years or more","2022","Myshall, Co Carlow","Both sexes","%","15.4"
"Percentage Aged 65 years or more","2022","Myshall, Co Carlow","Male","%","16.4"
"Percentage Aged 65 years or more","2022","Myshall, Co Carlow","Female","%","14.6"
"Percentage Aged 65 years or more","2022","Rathtoe, Co Carlow","Both sexes","%","5.4"
"Percentage Aged 65 years or more","2022","Rathtoe, Co Carlow","Male","%","3.8"
"Percentage Aged 65 years or more","2022","Rathtoe, Co Carlow","Female","%","6.7"
"Percentage Aged 65 years or more","2022","Fennagh, Co Carlow","Both sexes","%","8.6"
"Percentage Aged 65 years or more","2022","Fennagh, Co Carlow","Male","%","10.8"
"Percentage Aged 65 years or more","2022","Fennagh, Co Carlow","Female","%","6.3"
"Percentage Aged 65 years or more","2022","Palatine, Co Carlow","Both sexes","%","12"
"Percentage Aged 65 years or more","2022","Palatine, Co Carlow","Male","%","11"
"Percentage Aged 65 years or more","2022","Palatine, Co Carlow","Female","%","12.9"
"Percentage Aged 65 years or more","2022","Kernanstown, Co Carlow","Both sexes","%","25.7"
"Percentage Aged 65 years or more","2022","Kernanstown, Co Carlow","Male","%","21.3"
"Percentage Aged 65 years or more","2022","Kernanstown, Co Carlow","Female","%","30.5"
"Percentage Aged 65 years or more","2022","Tinryland, Co Carlow","Both sexes","%","15.7"
"Percentage Aged 65 years or more","2022","Tinryland, Co Carlow","Male","%","17.7"
"Percentage Aged 65 years or more","2022","Tinryland, Co Carlow","Female","%","13.8"
"Percentage Aged 65 years or more","2022","Borris, Co Carlow","Both sexes","%","25.9"
"Percentage Aged 65 years or more","2022","Borris, Co Carlow","Male","%","21.8"
"Percentage Aged 65 years or more","2022","Borris, Co Carlow","Female","%","29.6"
"Percentage Aged 65 years or more","2022","Carlow, Counties Carlow & Laois","Both sexes","%","11.9"
"Percentage Aged 65 years or more","2022","Carlow, Counties Carlow & Laois","Male","%","11.1"
"Percentage Aged 65 years or more","2022","Carlow, Counties Carlow & Laois","Female","%","12.7"
"Percentage Aged 65 years or more","2022","Muinebeag (Bagenalstown), Co Carlow","Both sexes","%","18"
"Percentage Aged 65 years or more","2022","Muinebeag (Bagenalstown), Co Carlow","Male","%","17.4"
"Percentage Aged 65 years or more","2022","Muinebeag (Bagenalstown), Co Carlow","Female","%","18.5"
"Percentage Aged 65 years or more","2022","Leighlinbridge, Co Carlow","Both sexes","%","14.4"
"Percentage Aged 65 years or more","2022","Leighlinbridge, Co Carlow","Male","%","13.4"
"Percentage Aged 65 years or more","2022","Leighlinbridge, Co Carlow","Female","%","15.5"
"Percentage Aged 65 years or more","2022","Ballinabrannagh, Co Carlow","Both sexes","%","7.7"
"Percentage Aged 65 years or more","2022","Ballinabrannagh, Co Carlow","Male","%","7.7"
"Percentage Aged 65 years or more","2022","Ballinabrannagh, Co Carlow","Female","%","7.7"
"Percentage Aged 65 years or more","2022","Dublin city and suburbs, Counties Dublin & Meath","Both sexes","%","13.7"
"Percentage Aged 65 years or more","2022","Dublin city and suburbs, Counties Dublin & Meath","Male","%","12.4"
"Percentage Aged 65 years or more","2022","Dublin city and suburbs, Counties Dublin & Meath","Female","%","14.8"
"Percentage Aged 65 years or more","2022","Saggart, Co Dublin","Both sexes","%","6.1"
"Percentage Aged 65 years or more","2022","Saggart, Co Dublin","Male","%","4.8"
"Percentage Aged 65 years or more","2022","Saggart, Co Dublin","Female","%","7.7"
"Percentage Aged 65 years or more","2022","Brittas, Co Dublin","Both sexes","%","12"
"Percentage Aged 65 years or more","2022","Brittas, Co Dublin","Male","%","13.2"
"Percentage Aged 65 years or more","2022","Brittas, Co Dublin","Female","%","10.7"
"Percentage Aged 65 years or more","2022","Rathcoole, Co Dublin","Both sexes","%","13.4"
"Percentage Aged 65 years or more","2022","Rathcoole, Co Dublin","Male","%","12.4"
"Percentage Aged 65 years or more","2022","Rathcoole, Co Dublin","Female","%","14.3"
"Percentage Aged 65 years or more","2022","Newcastle, Co Dublin","Both sexes","%","8.7"
"Percentage Aged 65 years or more","2022","Newcastle, Co Dublin","Male","%","8.3"
"Percentage Aged 65 years or more","2022","Newcastle, Co Dublin","Female","%","9.2"
"Percentage Aged 65 years or more","2022","Loughshinny, Co Dublin","Both sexes","%","26"
"Percentage Aged 65 years or more","2022","Loughshinny, Co Dublin","Male","%","22.5"
"Percentage Aged 65 years or more","2022","Loughshinny, Co Dublin","Female","%","29.1"
"Percentage Aged 65 years or more","2022","Rush, Co Dublin","Both sexes","%","11.3"
"Percentage Aged 65 years or more","2022","Rush, Co Dublin","Male","%","10.7"
"Percentage Aged 65 years or more","2022","Rush, Co Dublin","Female","%","11.9"
"Percentage Aged 65 years or more","2022","Portrane, Co Dublin","Both sexes","%","20.6"
"Percentage Aged 65 years or more","2022","Portrane, Co Dublin","Male","%","18.5"
"Percentage Aged 65 years or more","2022","Portrane, Co Dublin","Female","%","22.7"
"Percentage Aged 65 years or more","2022","Skerries, Co Dublin","Both sexes","%","15.5"
"Percentage Aged 65 years or more","2022","Skerries, Co Dublin","Male","%","14.6"
"Percentage Aged 65 years or more","2022","Skerries, Co Dublin","Female","%","16.3"
"Percentage Aged 65 years or more","2022","Portmarnock, Co Dublin","Both sexes","%","21"
"Percentage Aged 65 years or more","2022","Portmarnock, Co Dublin","Male","%","20.1"
"Percentage Aged 65 years or more","2022","Portmarnock, Co Dublin","Female","%","21.8"
"Percentage Aged 65 years or more","2022","Donabate, Co Dublin","Both sexes","%","5.6"
"Percentage Aged 65 years or more","2022","Donabate, Co Dublin","Male","%","5.2"
"Percentage Aged 65 years or more","2022","Donabate, Co Dublin","Female","%","5.9"
"Percentage Aged 65 years or more","2022","Malahide, Co Dublin","Both sexes","%","17.2"
"Percentage Aged 65 years or more","2022","Malahide, Co Dublin","Male","%","16.6"
"Percentage Aged 65 years or more","2022","Malahide, Co Dublin","Female","%","17.9"
"Percentage Aged 65 years or more","2022","Lusk, Co Dublin","Both sexes","%","6.6"
"Percentage Aged 65 years or more","2022","Lusk, Co Dublin","Male","%","6.3"
"Percentage Aged 65 years or more","2022","Lusk, Co Dublin","Female","%","6.9"
"Percentage Aged 65 years or more","2022","Kinsaley, Co Dublin","Both sexes","%","15.3"
"Percentage Aged 65 years or more","2022","Kinsaley, Co Dublin","Male","%","11.7"
"Percentage Aged 65 years or more","2022","Kinsaley, Co Dublin","Female","%","18.3"
"Percentage Aged 65 years or more","2022","Balrothery, Co Dublin","Both sexes","%","10.3"
"Percentage Aged 65 years or more","2022","Balrothery, Co Dublin","Male","%","9.9"
"Percentage Aged 65 years or more","2022","Balrothery, Co Dublin","Female","%","10.7"
"Percentage Aged 65 years or more","2022","Balbriggan, Co Dublin","Both sexes","%","7.8"
"Percentage Aged 65 years or more","2022","Balbriggan, Co Dublin","Male","%","7.6"
"Percentage Aged 65 years or more","2022","Balbriggan, Co Dublin","Female","%","8"
"Percentage Aged 65 years or more","2022","Kinsealy-Drinan, Co Dublin","Both sexes","%","3.9"
"Percentage Aged 65 years or more","2022","Kinsealy-Drinan, Co Dublin","Male","%","3.9"
"Percentage Aged 65 years or more","2022","Kinsealy-Drinan, Co Dublin","Female","%","4"
"Percentage Aged 65 years or more","2022","Swords, Co Dublin","Both sexes","%","9.7"
"Percentage Aged 65 years or more","2022","Swords, Co Dublin","Male","%","9"
"Percentage Aged 65 years or more","2022","Swords, Co Dublin","Female","%","10.4"
"Percentage Aged 65 years or more","2022","Ballyboghil, Co Dublin","Both sexes","%","7.6"
"Percentage Aged 65 years or more","2022","Ballyboghil, Co Dublin","Male","%","7.9"
"Percentage Aged 65 years or more","2022","Ballyboghil, Co Dublin","Female","%","7.3"
"Percentage Aged 65 years or more","2022","Rivermeade, Co Dublin","Both sexes","%","18.8"
"Percentage Aged 65 years or more","2022","Rivermeade, Co Dublin","Male","%","18.7"
"Percentage Aged 65 years or more","2022","Rivermeade, Co Dublin","Female","%","18.9"
"Percentage Aged 65 years or more","2022","Naul, Co Dublin","Both sexes","%","8.3"
"Percentage Aged 65 years or more","2022","Naul, Co Dublin","Male","%","8"
"Percentage Aged 65 years or more","2022","Naul, Co Dublin","Female","%","8.6"
"Percentage Aged 65 years or more","2022","Oldtown, Co Dublin","Both sexes","%","10.1"
"Percentage Aged 65 years or more","2022","Oldtown, Co Dublin","Male","%","9.5"
"Percentage Aged 65 years or more","2022","Oldtown, Co Dublin","Female","%","10.9"
"Percentage Aged 65 years or more","2022","Garristown, Co Dublin","Both sexes","%","9"
"Percentage Aged 65 years or more","2022","Garristown, Co Dublin","Male","%","10"
"Percentage Aged 65 years or more","2022","Garristown, Co Dublin","Female","%","8.1"
"Percentage Aged 65 years or more","2022","Glencullen, Co Dublin","Both sexes","%","14.9"
"Percentage Aged 65 years or more","2022","Glencullen, Co Dublin","Male","%","14.5"
"Percentage Aged 65 years or more","2022","Glencullen, Co Dublin","Female","%","15.3"
"Percentage Aged 65 years or more","2022","Leixlip, Co Kildare","Both sexes","%","16.6"
"Percentage Aged 65 years or more","2022","Leixlip, Co Kildare","Male","%","16.2"
"Percentage Aged 65 years or more","2022","Leixlip, Co Kildare","Female","%","16.9"
"Percentage Aged 65 years or more","2022","Ballyoulster, Co Kildare","Both sexes","%","31.5"
"Percentage Aged 65 years or more","2022","Ballyoulster, Co Kildare","Male","%","27.8"
"Percentage Aged 65 years or more","2022","Ballyoulster, Co Kildare","Female","%","34.9"
"Percentage Aged 65 years or more","2022","Kilteel, Co Kildare","Both sexes","%","21"
"Percentage Aged 65 years or more","2022","Kilteel, Co Kildare","Male","%","20"
"Percentage Aged 65 years or more","2022","Kilteel, Co Kildare","Female","%","22.1"
"Percentage Aged 65 years or more","2022","Celbridge, Co Kildare","Both sexes","%","10.8"
"Percentage Aged 65 years or more","2022","Celbridge, Co Kildare","Male","%","10.3"
"Percentage Aged 65 years or more","2022","Celbridge, Co Kildare","Female","%","11.2"
"Percentage Aged 65 years or more","2022","Kill, Co Kildare","Both sexes","%","13.3"
"Percentage Aged 65 years or more","2022","Kill, Co Kildare","Male","%","12.3"
"Percentage Aged 65 years or more","2022","Kill, Co Kildare","Female","%","14.2"
"Percentage Aged 65 years or more","2022","Maynooth, Co Kildare","Both sexes","%","7.8"
"Percentage Aged 65 years or more","2022","Maynooth, Co Kildare","Male","%","7.4"
"Percentage Aged 65 years or more","2022","Maynooth, Co Kildare","Female","%","8.2"
"Percentage Aged 65 years or more","2022","Ballymore Eustace, Co Kildare","Both sexes","%","19.6"
"Percentage Aged 65 years or more","2022","Ballymore Eustace, Co Kildare","Male","%","18.1"
"Percentage Aged 65 years or more","2022","Ballymore Eustace, Co Kildare","Female","%","20.9"
"Percentage Aged 65 years or more","2022","Straffan, Co Kildare","Both sexes","%","10.2"
"Percentage Aged 65 years or more","2022","Straffan, Co Kildare","Male","%","10.9"
"Percentage Aged 65 years or more","2022","Straffan, Co Kildare","Female","%","9.5"
"Percentage Aged 65 years or more","2022","Johnstown, Co Kildare","Both sexes","%","7"
"Percentage Aged 65 years or more","2022","Johnstown, Co Kildare","Male","%","6.2"
"Percentage Aged 65 years or more","2022","Johnstown, Co Kildare","Female","%","7.7"
"Percentage Aged 65 years or more","2022","Naas, Co Kildare","Both sexes","%","11.3"
"Percentage Aged 65 years or more","2022","Naas, Co Kildare","Male","%","10.2"
"Percentage Aged 65 years or more","2022","Naas, Co Kildare","Female","%","12.3"
"Percentage Aged 65 years or more","2022","Sallins, Co Kildare","Both sexes","%","5.3"
"Percentage Aged 65 years or more","2022","Sallins, Co Kildare","Male","%","4.9"
"Percentage Aged 65 years or more","2022","Sallins, Co Kildare","Female","%","5.6"
"Percentage Aged 65 years or more","2022","Kilcock, Counties Kildare & Meath","Both sexes","%","5.9"
"Percentage Aged 65 years or more","2022","Kilcock, Counties Kildare & Meath","Male","%","5"
"Percentage Aged 65 years or more","2022","Kilcock, Counties Kildare & Meath","Female","%","6.7"
"Percentage Aged 65 years or more","2022","Rathcoffey, Co Kildare","Both sexes","%","10.5"
"Percentage Aged 65 years or more","2022","Rathcoffey, Co Kildare","Male","%","9.9"
"Percentage Aged 65 years or more","2022","Rathcoffey, Co Kildare","Female","%","11.1"
"Percentage Aged 65 years or more","2022","Brannockstown, Co Kildare","Both sexes","%","18.7"
"Percentage Aged 65 years or more","2022","Brannockstown, Co Kildare","Male","%","15.7"
"Percentage Aged 65 years or more","2022","Brannockstown, Co Kildare","Female","%","21.9"
"Percentage Aged 65 years or more","2022","Clane, Co Kildare","Both sexes","%","9.7"
"Percentage Aged 65 years or more","2022","Clane, Co Kildare","Male","%","9.3"
"Percentage Aged 65 years or more","2022","Clane, Co Kildare","Female","%","10.1"
"Percentage Aged 65 years or more","2022","Two Mile House, Co Kildare","Both sexes","%","12"
"Percentage Aged 65 years or more","2022","Two Mile House, Co Kildare","Male","%","12"
"Percentage Aged 65 years or more","2022","Two Mile House, Co Kildare","Female","%","12.1"
"Percentage Aged 65 years or more","2022","Carragh, Co Kildare","Both sexes","%","5"
"Percentage Aged 65 years or more","2022","Carragh, Co Kildare","Male","%","4.3"
"Percentage Aged 65 years or more","2022","Carragh, Co Kildare","Female","%","5.7"
"Percentage Aged 65 years or more","2022","Kilcullen, Co Kildare","Both sexes","%","10.3"
"Percentage Aged 65 years or more","2022","Kilcullen, Co Kildare","Male","%","9.8"
"Percentage Aged 65 years or more","2022","Kilcullen, Co Kildare","Female","%","10.8"
"Percentage Aged 65 years or more","2022","Prosperous, Co Kildare","Both sexes","%","11.9"
"Percentage Aged 65 years or more","2022","Prosperous, Co Kildare","Male","%","11.9"
"Percentage Aged 65 years or more","2022","Prosperous, Co Kildare","Female","%","11.8"
"Percentage Aged 65 years or more","2022","Athgarvan, Co Kildare","Both sexes","%","9.2"
"Percentage Aged 65 years or more","2022","Athgarvan, Co Kildare","Male","%","8.8"
"Percentage Aged 65 years or more","2022","Athgarvan, Co Kildare","Female","%","9.6"
"Percentage Aged 65 years or more","2022","Calverstown, Co Kildare","Both sexes","%","7.7"
"Percentage Aged 65 years or more","2022","Calverstown, Co Kildare","Male","%","7.1"
"Percentage Aged 65 years or more","2022","Calverstown, Co Kildare","Female","%","8.3"
"Percentage Aged 65 years or more","2022","Newbridge, Co Kildare","Both sexes","%","11.4"
"Percentage Aged 65 years or more","2022","Newbridge, Co Kildare","Male","%","10.5"
"Percentage Aged 65 years or more","2022","Newbridge, Co Kildare","Female","%","12.2"
"Percentage Aged 65 years or more","2022","Ballitore, Co Kildare","Both sexes","%","9.7"
"Percentage Aged 65 years or more","2022","Ballitore, Co Kildare","Male","%","9.7"
"Percentage Aged 65 years or more","2022","Ballitore, Co Kildare","Female","%","9.8"
"Percentage Aged 65 years or more","2022","Robertstown, Co Kildare","Both sexes","%","9.9"
"Percentage Aged 65 years or more","2022","Robertstown, Co Kildare","Male","%","11.2"
"Percentage Aged 65 years or more","2022","Robertstown, Co Kildare","Female","%","8.6"
"Percentage Aged 65 years or more","2022","Coill Dubh (Blackwood), Co Kildare","Both sexes","%","9.1"
"Percentage Aged 65 years or more","2022","Coill Dubh (Blackwood), Co Kildare","Male","%","9.1"
"Percentage Aged 65 years or more","2022","Coill Dubh (Blackwood), Co Kildare","Female","%","9"
"Percentage Aged 65 years or more","2022","Narraghmore, Co Kildare","Both sexes","%","5.1"
"Percentage Aged 65 years or more","2022","Narraghmore, Co Kildare","Male","%","5.7"
"Percentage Aged 65 years or more","2022","Narraghmore, Co Kildare","Female","%","4.4"
"Percentage Aged 65 years or more","2022","Cut Bush, Co Kildare","Both sexes","%","10.8"
"Percentage Aged 65 years or more","2022","Cut Bush, Co Kildare","Male","%","11.2"
"Percentage Aged 65 years or more","2022","Cut Bush, Co Kildare","Female","%","10.4"
"Percentage Aged 65 years or more","2022","Castledermot, Co Kildare","Both sexes","%","12.5"
"Percentage Aged 65 years or more","2022","Castledermot, Co Kildare","Male","%","11.4"
"Percentage Aged 65 years or more","2022","Castledermot, Co Kildare","Female","%","13.6"
"Percentage Aged 65 years or more","2022","Curragh Camp, Co Kildare","Both sexes","%","14"
"Percentage Aged 65 years or more","2022","Curragh Camp, Co Kildare","Male","%","14.1"
"Percentage Aged 65 years or more","2022","Curragh Camp, Co Kildare","Female","%","13.9"
"Percentage Aged 65 years or more","2022","Kilmeage, Co Kildare","Both sexes","%","8.7"
"Percentage Aged 65 years or more","2022","Kilmeage, Co Kildare","Male","%","8.3"
"Percentage Aged 65 years or more","2022","Kilmeage, Co Kildare","Female","%","9.1"
"Percentage Aged 65 years or more","2022","Milltown, Co Kildare","Both sexes","%","22.6"
"Percentage Aged 65 years or more","2022","Milltown, Co Kildare","Male","%","21.9"
"Percentage Aged 65 years or more","2022","Milltown, Co Kildare","Female","%","23.3"
"Percentage Aged 65 years or more","2022","Suncroft, Co Kildare","Both sexes","%","21.6"
"Percentage Aged 65 years or more","2022","Suncroft, Co Kildare","Male","%","23.6"
"Percentage Aged 65 years or more","2022","Suncroft, Co Kildare","Female","%","19.3"
"Percentage Aged 65 years or more","2022","Allenwood, Co Kildare","Both sexes","%","7.5"
"Percentage Aged 65 years or more","2022","Allenwood, Co Kildare","Male","%","7.4"
"Percentage Aged 65 years or more","2022","Allenwood, Co Kildare","Female","%","7.7"
"Percentage Aged 65 years or more","2022","Johnstownbridge, Co Kildare","Both sexes","%","12.9"
"Percentage Aged 65 years or more","2022","Johnstownbridge, Co Kildare","Male","%","13.6"
"Percentage Aged 65 years or more","2022","Johnstownbridge, Co Kildare","Female","%","12.1"
"Percentage Aged 65 years or more","2022","Kilmead, Co Kildare","Both sexes","%","10.5"
"Percentage Aged 65 years or more","2022","Kilmead, Co Kildare","Male","%","11"
"Percentage Aged 65 years or more","2022","Kilmead, Co Kildare","Female","%","10"
"Percentage Aged 65 years or more","2022","Kildare, Co Kildare","Both sexes","%","9"
"Percentage Aged 65 years or more","2022","Kildare, Co Kildare","Male","%","8.3"
"Percentage Aged 65 years or more","2022","Kildare, Co Kildare","Female","%","9.7"
"Percentage Aged 65 years or more","2022","Ballyroe, Co Kildare","Both sexes","%","10.7"
"Percentage Aged 65 years or more","2022","Ballyroe, Co Kildare","Male","%","8.4"
"Percentage Aged 65 years or more","2022","Ballyroe, Co Kildare","Female","%","12.9"
"Percentage Aged 65 years or more","2022","Derrinturn, Co Kildare","Both sexes","%","8.4"
"Percentage Aged 65 years or more","2022","Derrinturn, Co Kildare","Male","%","8.4"
"Percentage Aged 65 years or more","2022","Derrinturn, Co Kildare","Female","%","8.4"
"Percentage Aged 65 years or more","2022","Nurney, Co Kildare","Both sexes","%","6.8"
"Percentage Aged 65 years or more","2022","Nurney, Co Kildare","Male","%","6.9"
"Percentage Aged 65 years or more","2022","Nurney, Co Kildare","Female","%","6.8"
"Percentage Aged 65 years or more","2022","Athy, Co Kildare","Both sexes","%","12.5"
"Percentage Aged 65 years or more","2022","Athy, Co Kildare","Male","%","11.7"
"Percentage Aged 65 years or more","2022","Athy, Co Kildare","Female","%","13.3"
"Percentage Aged 65 years or more","2022","Rathangan, Co Kildare","Both sexes","%","9.2"
"Percentage Aged 65 years or more","2022","Rathangan, Co Kildare","Male","%","8.7"
"Percentage Aged 65 years or more","2022","Rathangan, Co Kildare","Female","%","9.6"
"Percentage Aged 65 years or more","2022","Kildangan, Co Kildare","Both sexes","%","10.6"
"Percentage Aged 65 years or more","2022","Kildangan, Co Kildare","Male","%","10.7"
"Percentage Aged 65 years or more","2022","Kildangan, Co Kildare","Female","%","10.6"
"Percentage Aged 65 years or more","2022","Kilberry, Co Kildare","Both sexes","%","24.1"
"Percentage Aged 65 years or more","2022","Kilberry, Co Kildare","Male","%","23.5"
"Percentage Aged 65 years or more","2022","Kilberry, Co Kildare","Female","%","24.7"
"Percentage Aged 65 years or more","2022","Monasterevin, Co Kildare","Both sexes","%","9.9"
"Percentage Aged 65 years or more","2022","Monasterevin, Co Kildare","Male","%","8.9"
"Percentage Aged 65 years or more","2022","Monasterevin, Co Kildare","Female","%","10.9"
"Percentage Aged 65 years or more","2022","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Both sexes","%","21.8"
"Percentage Aged 65 years or more","2022","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Male","%","21.5"
"Percentage Aged 65 years or more","2022","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Female","%","22.2"
"Percentage Aged 65 years or more","2022","Goresbridge, Co Kilkenny","Both sexes","%","19.6"
"Percentage Aged 65 years or more","2022","Goresbridge, Co Kilkenny","Male","%","19.7"
"Percentage Aged 65 years or more","2022","Goresbridge, Co Kilkenny","Female","%","19.4"
"Percentage Aged 65 years or more","2022","Paulstown, Co Kilkenny","Both sexes","%","7"
"Percentage Aged 65 years or more","2022","Paulstown, Co Kilkenny","Male","%","7"
"Percentage Aged 65 years or more","2022","Paulstown, Co Kilkenny","Female","%","7"
"Percentage Aged 65 years or more","2022","Slieverue, Co Kilkenny","Both sexes","%","20.7"
"Percentage Aged 65 years or more","2022","Slieverue, Co Kilkenny","Male","%","18.6"
"Percentage Aged 65 years or more","2022","Slieverue, Co Kilkenny","Female","%","23.1"
"Percentage Aged 65 years or more","2022","Inistioge, Co Kilkenny","Both sexes","%","22.5"
"Percentage Aged 65 years or more","2022","Inistioge, Co Kilkenny","Male","%","19.9"
"Percentage Aged 65 years or more","2022","Inistioge, Co Kilkenny","Female","%","25.2"
"Percentage Aged 65 years or more","2022","Gowran, Co Kilkenny","Both sexes","%","19.1"
"Percentage Aged 65 years or more","2022","Gowran, Co Kilkenny","Male","%","17.9"
"Percentage Aged 65 years or more","2022","Gowran, Co Kilkenny","Female","%","20.2"
"Percentage Aged 65 years or more","2022","Thomastown, Co Kilkenny","Both sexes","%","15.1"
"Percentage Aged 65 years or more","2022","Thomastown, Co Kilkenny","Male","%","14"
"Percentage Aged 65 years or more","2022","Thomastown, Co Kilkenny","Female","%","16.2"
"Percentage Aged 65 years or more","2022","Moneenroe, Co Kilkenny","Both sexes","%","18"
"Percentage Aged 65 years or more","2022","Moneenroe, Co Kilkenny","Male","%","19"
"Percentage Aged 65 years or more","2022","Moneenroe, Co Kilkenny","Female","%","17"
"Percentage Aged 65 years or more","2022","Mullinavat, Co Kilkenny","Both sexes","%","32.9"
"Percentage Aged 65 years or more","2022","Mullinavat, Co Kilkenny","Male","%","31.9"
"Percentage Aged 65 years or more","2022","Mullinavat, Co Kilkenny","Female","%","34"
"Percentage Aged 65 years or more","2022","Clogh, Co Kilkenny","Both sexes","%","20.1"
"Percentage Aged 65 years or more","2022","Clogh, Co Kilkenny","Male","%","17.8"
"Percentage Aged 65 years or more","2022","Clogh, Co Kilkenny","Female","%","22.4"
"Percentage Aged 65 years or more","2022","Kilmacow, Co Kilkenny","Both sexes","%","22.7"
"Percentage Aged 65 years or more","2022","Kilmacow, Co Kilkenny","Male","%","22.2"
"Percentage Aged 65 years or more","2022","Kilmacow, Co Kilkenny","Female","%","23.1"
"Percentage Aged 65 years or more","2022","Bennettsbridge, Co Kilkenny","Both sexes","%","21.5"
"Percentage Aged 65 years or more","2022","Bennettsbridge, Co Kilkenny","Male","%","19.9"
"Percentage Aged 65 years or more","2022","Bennettsbridge, Co Kilkenny","Female","%","23.1"
"Percentage Aged 65 years or more","2022","Ballyhale, Co Kilkenny","Both sexes","%","19"
"Percentage Aged 65 years or more","2022","Ballyhale, Co Kilkenny","Male","%","22.4"
"Percentage Aged 65 years or more","2022","Ballyhale, Co Kilkenny","Female","%","16.2"
"Percentage Aged 65 years or more","2022","Knocktopher, Co Kilkenny","Both sexes","%","17.2"
"Percentage Aged 65 years or more","2022","Knocktopher, Co Kilkenny","Male","%","18"
"Percentage Aged 65 years or more","2022","Knocktopher, Co Kilkenny","Female","%","16.5"
"Percentage Aged 65 years or more","2022","Castlecomer, Co Kilkenny","Both sexes","%","18.7"
"Percentage Aged 65 years or more","2022","Castlecomer, Co Kilkenny","Male","%","17.8"
"Percentage Aged 65 years or more","2022","Castlecomer, Co Kilkenny","Female","%","19.7"
"Percentage Aged 65 years or more","2022","Stoneyford, Co Kilkenny","Both sexes","%","11.4"
"Percentage Aged 65 years or more","2022","Stoneyford, Co Kilkenny","Male","%","12.1"
"Percentage Aged 65 years or more","2022","Stoneyford, Co Kilkenny","Female","%","10.6"
"Percentage Aged 65 years or more","2022","Mooncoin, Co Kilkenny","Both sexes","%","20.6"
"Percentage Aged 65 years or more","2022","Mooncoin, Co Kilkenny","Male","%","18.7"
"Percentage Aged 65 years or more","2022","Mooncoin, Co Kilkenny","Female","%","22.5"
"Percentage Aged 65 years or more","2022","Kilkenny, Co Kilkenny","Both sexes","%","14.9"
"Percentage Aged 65 years or more","2022","Kilkenny, Co Kilkenny","Male","%","14.1"
"Percentage Aged 65 years or more","2022","Kilkenny, Co Kilkenny","Female","%","15.6"
"Percentage Aged 65 years or more","2022","Kells, Co Kilkenny","Both sexes","%","14.1"
"Percentage Aged 65 years or more","2022","Kells, Co Kilkenny","Male","%","11.8"
"Percentage Aged 65 years or more","2022","Kells, Co Kilkenny","Female","%","16.7"
"Percentage Aged 65 years or more","2022","Fiddown, Co Kilkenny","Both sexes","%","8.3"
